Symbol,Price,Company name
NSE:DEEPAKNTR,2905.35,DEEPAK NITRITE INR2
NSE:TECHIN-EQ,NaN,TECHINDIA NIRMAN L INR10
NSE:NITINSPIN-EQ,NaN,NITIN SPINNERS LIMITED
NSE:NIRVIKARA,NaN,Balkrishna Paper Mills Limited
NSE:NIPPOBATRY,1038,Indo National Limited
NSE:NILAINFRA,6.7,NILA INFRASTRUCTUR INR1
NSE:NITINFIRE-EQ,NaN,NITIN FIRE PROTECTION INDUSTRIE
NSE:NILKAMAL,2688.05,Nilkamal Limited
NSE:NIRVIKARA-BE,NaN,Nirvikara Paper Mills Ltd
NSE:SETFNIFBK,396.39,SBI MUTUAL FUND SBI-ETF NIFTY B
NSE:SETFNIFBK-EQ,NaN,SBI MUTUAL FUND SBI-ETF NIFTY B
NSE:SETFNIF50-EQ,NaN,SBI MUTUAL FUND SBI-ETF NIFTY 5
NSE:NITCO,25.4,Nitco Limited
NSE:TECHIN,6.8,Techindia Nirman Limited
NSE:NKIND,42.7,N.K Industries Limited
NSE:NOCIL-EQ,NaN,NOCIL LIMITED
NSE:DENORA-EQ,NaN,DE NORA INDIA INR10
NSE:GRINDWELL,1555.2,Grindwell Norton Limited
NSE:DENORA,342.25,De Nora India Limited
NSE:NOESISIND,NaN,Noesis Industries Limited
NSE:NORBTEAEXP-BE,NaN,NORBEN TEA &EXPORTS LTD
NSE:NOESISIND-EQ,NaN,NOESIS INDUSTRIES INR10
NSE:UNIVCABLES-BE,NaN,UNIVCABLES NPP130599 DEPO
NSE:VISESHINFO-BE,NaN,VISESH INFO NPP231299 DEP
NSE:NRBBEARING-EQ,NaN,NRB BEARING LIMITED
NSE:NRC-BZ,NaN,NRC LIMITED
NSE:NUTEK,NaN,Nu Tek India Limited
NSE:OCL,NaN,OCL India Limited
NSE:OCCL,1081.3,ORIENTAL CARB & CH INR10
NSE:SCI,143.55,The Shipping Corporation of India Limited
NSE:TINPLATE,338.8,The Tinplate Company Of India Limited
NSE:POWERGRID-EQ,NaN,POWER GRID CORPORATION OF INDIA
NSE:STCINDIA,113.5,The State Trading Corporation of India Limited
NSE:SBT,NaN,State Bank of Travancore
NSE:ORIENTBANK-EQ,NaN,ORIENTAL BK OF COM INR10
NSE:SAIL,125.85,Steel Authority of India Limited
NSE:TINPLATE-EQ,NaN,THE TINPLATE COMPANY OF INDIA L
NSE:UNITEDBNK,NaN,United Bank of India
NSE:BANKBARODA,90.45,Bank of Baroda
NSE:MYSOREBANK,NaN,State Bank of Mysore
NSE:TFCILTD,74.15,Tourism Finance Corporation of India Limited
NSE:WHIRLPOOL-EQ,NaN,WHIRLPOOL OF INDIA LIMITED
NSE:OILCOUNTUB,10.6,Oil Country Tubular Limited
NSE:RAJOIL,NaN,Raj Oil Mills Limited
NSE:SOTL,1499.9,Savita Oil Technologies Limited
NSE:SOTL-EQ,NaN,SAVITA OIL TECHNOLOGIES LIMITED
NSE:OMKARCHEM,25.85,Omkar Speciality Chemicals Limited
NSE:OMNITECH,NaN,Omnitech Infosolutions Ltd
NSE:OMMETALS,NaN,Om Metals Infraprojects Limited
NSE:OMAXE-EQ,NaN,OMAXE LIMITED
NSE:STOREONE-EQ,NaN,STORE ONE RETAIL INR10
NSE:ONELIFECAP-EQ,NaN,ONELIFE CAPITAL ADVISORS LIMITE
NSE:ORIENTALTL,8.85,Oriental Trimex Limited
NSE:ORIENTLTD,73,Orient Press Limited
NSE:VINATIORGA-EQ,NaN,VINATI ORGANICS INR2
NSE:ORICONENT-EQ,NaN,ORICON ENTERPRISES INR2
NSE:ORIENTPPR-EQ,NaN,ORIENT PAPER & INDUSTRIES LIMIT
NSE:ORIENTPPR,35.2,Orient Paper & Industries Limited
NSE:ORIENTREF,NaN,Orient Refractories Limited
NSE:ORTEL,1.35,Ortel Communications Limited
NSE:ORTEL-EQ,NaN,ORTEL COMMUNICATIO INR10
NSE:ORIENTALTL-BE,NaN,ORIENTAL TRIMEX LTD INR10
NSE:ORIENTALTL-EQ,NaN,ORIENTAL TRIMEX INR10
NSE:PANCHSHEEL-EQ,NaN,Panchsheel Organics Ltd
NSE:MEGH,NaN,Meghmani Organics Limited
NSE:ORICONENT,29.2,ORICON ENTERPRISES INR2
NSE:ORISSAMINE,2883.2,The Orissa Minerals Development Company Limited
NSE:GREENPOWER,4.9,Orient Green Power Company Limited
NSE:GREENPOWER-EQ,NaN,ORIENT GREEN POWER INR10
NSE:ORIENTHOT-EQ,NaN,ORIENTAL HOTELS LIMITED
NSE:VINATIORGA,2061,Vinati Organics Limited
NSE:ORCHIDPHAR,NaN,Orchid Pharma Limited
NSE:ORIENTHOT,40.15,Oriental Hotels Limited
NSE:SIGNETIND,NaN,Signet Industries Limited
NSE:PRADIP-EQ,NaN,PRADIP OVERSEAS LT INR10
NSE:MARALOVER,83.05,Maral Overseas Limited
NSE:PRADIP,1.15,Pradip Overseas Limited
NSE:BANG-BE,NaN,BANG OVERSEAS LTD INR10
NSE:PAGEIND,37667.5,Page Industries Limited
NSE:RAINBOWPAP,NaN,Rainbow Papers Limited
NSE:PATSPINLTD-EQ,NaN,PATSPIN INDIA INR10
NSE:PALREDTECH-EQ,NaN,PALRED TECHNOLOGIE INR10
NSE:PARSVNATH,16.45,Parsvnath Developers Limited
NSE:PARASPETRO-BE,NaN,PARAS PETROFILS LTD.
NSE:PALRED,NaN,Palred Technologies Limited
NSE:SERVALL,NaN,Servalakshmi Paper Limited
NSE:PANAMAPET-EQ,NaN,PANAMA PETROCHEM LIMITED
NSE:PALREDTECH,NaN,PALRED TECHNOLOGIE INR10
NSE:SHALPAINTS-EQ,NaN,SHALIMAR PAINTS LIMITED
NSE:PATSPINLTD,9.3,Patspin India Limited
NSE:PARAPRINT,NaN,Paramount Printpackaging Limited
NSE:SHALPAINTS,96.6,Shalimar Paints Limited
NSE:PALREDTECH-BE,NaN,Palred Technologies Ltd
NSE:PARASPETRO-EQ,NaN,PARAS PETROFILS LT INR1
NSE:PARACABLES,13.7,Paramount Communications Limited
NSE:MALUPAPER-EQ,NaN,MALU PAPER MILLS LIMITED
NSE:PARAPRINT-BE,NaN,PARAMOUNT PRINTPACK LTD
NSE:PANCHSHEE,NaN,PANCHSHEE.NS
NSE:RAINBOWPAP-EQ,NaN,RAINBOW PAPERS LIMITED
NSE:PANORAMUNI-EQ,NaN,PANORAMIC UNIVERSL INR5
NSE:PANAMAPET,276,Panama Petrochem Limited
NSE:SERVALL-EQ,NaN,SERVALAKSHMI PAPER INR10
NSE:PANORAMUNI,NaN,Panoramic Universal Limited
NSE:PAEL-EQ,NaN,PREMIER AUTO ELECT INR10
NSE:STARPAPER,151.2,Star Paper Mills Limited
NSE:PBAINFRA,11.3,PBA Infrastructure Limited
NSE:PDUMJEIND-EQ,NaN,PUDUMJEE INDUSTRIE INR2
NSE:PDMJEPAPER,44.3,Pudumjee Paper Products Limited
NSE:PDUMJEIND,NaN,Pudumjee Industries Limited
NSE:SPIC,51.75,Southern Petrochemical Industries Corporation Limited
NSE:LINCPEN,248.45,LINC PEN & PLASTIC INR10
NSE:PETRONENGG,NaN,Petron Engineering Construction Limited
NSE:PEARLPOLY-EQ,NaN,PEARL POLYMERS LIMITED
NSE:PEPL,NaN,PEARL ENG POL INR10(POST RECON)
NSE:PERFECT-SM,NaN,PERFECT INFRAENGIN INR10
NSE:PEARLPOLY,15.5,Pearl Polymers Limited
NSE:PENIND,31.3,Pennar Industries Limited
NSE:LINCPEN-EQ,NaN,LINC PEN & PLASTIC INR10
NSE:PARASPETRO,NaN,Paras Petrofils Ltd
NSE:SUPPETRO,770.1,Supreme Petrochem Limited
NSE:CHENNPETRO,137.5,Chennai Petroleum Corporation Limited
NSE:PENPEBS-RL,NaN,PENNAR ENGINEERED INR10
NSE:PERSISTENT,4153.4,Persistent Systems Limited
NSE:PENPEBS-BL,NaN,PENNAR ENGINEERED INR10
NSE:TNPETRO,132.15,Tamilnadu Petroproducts Limited
NSE:PENPEBS-IQ,NaN,PENNAR ENGINEERED INR10
NSE:SPIC-EQ,NaN,SOUTHERN PETROCHEMICALS INDUSTR
NSE:MANALIPETC-EQ,NaN,MANALI PETROCHEMS INR5
NSE:MANALIPETC,126.95,Manali Petrochemicals Limited
NSE:PFIZER,5509,Pfizer Limited
NSE:SMSPHARMA,149,SMS Pharmaceuticals Limited
NSE:LINCOLN-EQ,NaN,LINCOLN PHARMA LTD INR10
NSE:SUNPHARMA-EQ,NaN,SUN PHARMACEUTICALS INDUSTRIES
NSE:TORNTPHARM,3096.45,Torrent Pharmaceuticals Limited
NSE:PLETHICO-BZ,NaN,PLETHICO PHARMACE LIMITED
NSE:PIRPHYTO-EQ,NaN,PIRAMAL PHYTOCARE INR10
NSE:PLETHICO,NaN,Plethico Pharmaceuticals Limited
NSE:PLETHICO-BE,NaN,PLETHICO PHARMA INR10
NSE:SHASUNPHAR-EQ,NaN,SHASUN PHARMACEUTICALS LIMITED
NSE:PIRPHYTO,NaN,Piramal Phytocare Limited
NSE:SMSPHARMA-EQ,NaN,SMS PHARMACEUTICALS LIMITED
NSE:SURYAPHARM-BZ,NaN,SURYA PHARMACEUTICAL LTD.
NSE:BALPHARMA,105.8,Bal Pharma Limited
NSE:LINCOLN,382,LINCOLN PHARMA LTD INR10
NSE:PIIND,3341.75,PI Industries Limited
NSE:PILANIINVS,2014,Pilani Investment and Industries Corporation Limited
NSE:PILANIINVS-EQ,NaN,PILANI INVESTMENT INR10.00
NSE:PIDILITIND-EQ,NaN,PIDILITE INDUSTRIE INR1(POST SU
NSE:SRIPIPES,211.6,Srikalahasthi Pipes Limited
NSE:PIDILITIND,2491,Pidilite Industries Limited
NSE:TEXMOPIPES,52.4,Texmo Pipes and Products Limited
NSE:SRIPIPES-EQ,NaN,SRIKALAHASTHI PIPE INR10
NSE:PKTEA-BE,NaN,The P K Tea Prod Co Ltd
NSE:PLASTIBLEN,271,Plastiblends India Ltd.
NSE:PNCINFRA,377.45,PNC Infratech Limited
NSE:PNEUMATIC,NaN,Pneumatic Holdings Limited
NSE:PNCINFRA-EQ,NaN,PNC INFRATECH LTD INR2
NSE:POLARIS,NaN,Polaris Consulting & Services Limited
NSE:PONNIERODE,245.5,Ponni Sugars (Erode) Limited
NSE:TIJARIA-BE,NaN,TIJARIA POLYPIPES LTD INR10
NSE:PREMIERPOL,70.85,Premier Polyfilm Ltd.
NSE:SEPOWER-EQ,NaN,S.E. POWER LIMITED
NSE:POCHIRAJU,NaN,Pochiraju Industries Limited
NSE:RTNPOWER-EQ,NaN,RATTANINDIA POWER INR10
NSE:PREMIERPOL-BE,NaN,PREMIER POLYFILM L INR5
NSE:POLYPLEX,1905.95,Polyplex Corporation Limited
NSE:HONDAPOWER,1390.9,Honda Siel Power Products Limited
NSE:RPOWER,16.7,Reliance Power Limited
NSE:VARDMNPOLY,22.9,Vardhman Polytex Limited
NSE:TORNTPOWER,520.7,Torrent Power Limited
NSE:RTNPOWER,4.45,RattanIndia Power Limited
NSE:SEPOWER,11.65,S. E. Power Limited
NSE:VIVIDHA-EQ,NaN,VISAGAR POLYTEX INR1
NSE:POWERMECH,1066.7,Power Mech Projects Limited
NSE:VIKASHMET,NaN,VIKASHMET.NS
NSE:SPYL-BE,NaN,SHEKHAWATI POLY INR1
NSE:VIVIDHA,0.8,Visagar Polytex Limited
NSE:SPYL,0.75,Shekhawati Poly-Yarn Limited
NSE:POLYMED-EQ,NaN,POLY MEDICURE LIMITED
NSE:CAREERP,158.35,Career Point Limited
NSE:TATAPOWER,252.75,The Tata Power Company Limited
NSE:POWERGRID-IL,NaN,POWER GRID CORP INR10
NSE:TDPOWERSYS,371.75,TD Power Systems Limited
NSE:PRICOL,NaN,Pricol Limited prior to merger with Pricol Pune Limited
NSE:PREMIER,4.05,Premier Limited
NSE:PURVA,139.15,Puravankara Limited
NSE:SIMPLEX,NaN,Simplex Projects Limited
NSE:VKSPL,NaN,VKS Projects Limited
NSE:TTKPRESTIG,8874.35,TTK Prestige Limited
NSE:PRAKASHSTL,2.45,Prakash Steelage Limited
NSE:PRATIBHA,NaN,Pratibha Industries Limited
NSE:RASOYPR,NaN,Rasoya Proteins Limited
NSE:PROVOGE,NaN,Provogue (India) Limited
NSE:PRAKASHCON,NaN,Prakash Constrowell Limited
NSE:PRITHVISOF-EQ,NaN,PRITHVI SOFTECH LTD INR10
NSE:PSL,NaN,PSL Limited
NSE:PSL-BE,NaN,PSL LIMITED
NSE:PSL-EQ,NaN,PSL LIMITED
NSE:PSB,18.9,Punjab & Sind Bank
NSE:PTC,134.35,PTC India Limited
NSE:PTL,50.8,PTL Enterprises Limited
NSE:PURVA-EQ,NaN,PURAVANKARA PROJECTS LIMITED
NSE:SHAKTIPUMP,822.05,Shakti Pumps (India) Limited
NSE:PVR,1746.25,PVR Limited
NSE:PVP,6.1,PVP Ventures Limited
NSE:RANASUG,29,Rana Sugars Limited
NSE:RAMKY,157.4,Ramky Infrastructure Limited
NSE:RAJVIR,8.5,Rajvir Industries Limited
NSE:INGERRAND,1197.7,Ingersoll-Rand (India) Limited
NSE:RAMASTEEL,274.5,Rama Steel Tubes Limited
NSE:RAJRAYON,0.45,Raj Rayon Industries Limited
NSE:RAYMOND,463.5,Raymond Limited
NSE:RAMSARUP,1.3,Ramsarup Industries Limited
NSE:INDORAMA,52.3,Indo Rama Synthetics (India) Limited
NSE:RAMKY-EQ,NaN,RAMKY INFRASTRUCTURE LIMITED
NSE:RAIN-EQ,NaN,RAIN INDUSTRIES LT INR2
NSE:RAMSARUP-BE,NaN,RAMSARUP INDUSTRIE INR10
NSE:RALLIS,317,Rallis India Limited
NSE:RADAAN-BE,NaN,RADAAN MEDIAWORKS (I) LTD
NSE:RAMCOIND,304,Ramco Industries Limited
NSE:INDORAMA-EQ,NaN,INDO RAMA SYNTHETICS (INDIA) LI
NSE:RANEENGINE,299.75,Rane Engine Valve Limited
NSE:RAJSREESUG-EQ,NaN,RAJSHREE SUG &CHEM INR10
NSE:RAMASTEEL-EQ,NaN,RAMA STEEL TUBES INR5
NSE:SRHHYPOLTD,352.15,Sree Rayalaseema Hi-Strength Hypo Limited
NSE:RTNINFRA-EQ,NaN,RATTANINDIA INFRAS INR2
NSE:RASOYPR-EQ,NaN,RASOYA PROTEINS LI INR1
NSE:RAMASTEEL-BE,NaN,Rama Steel Tubes Limited
NSE:RANKLIN,NaN,Ranklin Solutions Ltd.
NSE:RTNINFRA,NaN,RattanIndia Infrastructure Limited
NSE:RBL-EQ,NaN,RANE BRAKE LINING LIMITED
NSE:RANEHOLDIN,601.1,Rane Holdings Limited
NSE:RML,413.25,Rane (Madras) Limited
NSE:RAIN,243.75,Rain Industries Limited
NSE:RAMCOSYS,482.05,Ramco Systems Limited
NSE:RMCL,2.15,Radha Madhav Corporation Limited
NSE:RCOM,3.15,Reliance Communications Limited
NSE:RDEL,NaN,Reliance Defence and Engineering Limited
NSE:RIIL,738.45,Reliance Industrial Infrastructure Limited
NSE:REDINGTON,154.65,Redington (India) Limited
NSE:RIIL-EQ,NaN,RELIANCE INDUSTRIAL INFRASTRUCT
NSE:RICOAUTO,47.35,Rico Auto Industries Limited
NSE:ROLTA,5.7,Rolta India Limited
NSE:SANGHIIND-BE,NaN,SANGHIINDUS ROLL SETT
NSE:SURYAROSNI,707.95,Surya Roshni Limited
NSE:ROSSELLIND,168,Rossell India Limited
NSE:RPPINFRA,63.95,RPP Infra Projects Limited
NSE:RPGLIFE-EQ,NaN,RPG LIFE SCIENCES LIMITED
NSE:RSYSTEMS,223.65,R Systems International Limited
NSE:RSSOFTWARE,37.1,R. S. Software (India) Limited
NSE:RSWM,359,RSWM Limited
NSE:RSDFSA27GR-MF,NaN,SBIAMC - RSDFSA27GR
NSE:RUCHIRA,87.85,Ruchira Papers Limited
NSE:RUSHIL,254.6,Rushil Décor Limited
NSE:RUPA,493.7,Rupa & Company Limited
NSE:HOTELRUGBY-EQ,NaN,HOTEL RUGBY LTD INR10
NSE:RUPA-EQ,NaN,RUPA & COMPANY LIMITED
NSE:RUCHINFRA-BE,NaN,RUCHI INFRASTRUCTURE LTD
NSE:RUBYMILLS,293.25,The Ruby Mills Limited
NSE:RUCHINFRA,7.1,Ruchi Infrastructure Limited
NSE:HOTELRUGBY,2.95,Hotel Rugby Limited
NSE:SANGHIIND,68.8,Sanghi Industries Limited
NSE:SAMTEL-BE,NaN,SAMTEL COLOR LTD
NSE:SAKSOFT,1073.5,Saksoft Limited
NSE:SAREGAMA,4300,Saregama India Limited
NSE:SAYAJIHOT,NaN,SAYAJIHOT.NS
NSE:SUPER,NaN,Super Sales India Ltd.
NSE:SARTHAKIND-EQ,NaN,Sarthak Industries Ltd
NSE:SAKSOFT-EQ,NaN,SAKSOFT LIMITED
NSE:SAVERA,NaN,Savera Industries Limited
NSE:SANDESH,788.4,The Sandesh Limited
NSE:SANGAMIND,222.2,Sangam (India) Limited
NSE:SALORAINTL-EQ,NaN,SALORA INTL INR10
NSE:SAYAJIHOTL-BE,NaN,SAYAJIHOTL-BE.NS
NSE:SETFBANK-EQ,NaN,SBIAMC - SETFBANK
NSE:SETFNIFJR-EQ,NaN,SBIAMC - SETFNIFJR
NSE:SETFNIFTY-EQ,NaN,SBIAMC - SETFNIFTY
NSE:SB&TINTL,NaN,SB & T INTL LTD INR10
NSE:THOMASCOTT,18.05,Thomas Scott (India) Limited
NSE:THOMASCOTT-EQ,NaN,THOMAS SCOTT (INDI INR10
NSE:MAHSCOOTER,4789.95,Maharashtra Scooters Limited
NSE:THOMASCOTT-BE,NaN,THOMAS SCOTT (INDI INR10
NSE:SEQUENT,218.25,Sequent Scientific Limited
NSE:CAMLINFINE-EQ,NaN,CAMLIN FINE SCIENC INR1
NSE:MAHSEAMLES,505.2,Maharashtra Seamless Limited
NSE:INVENTURE,2.65,Inventure Growth & Securities Limited
NSE:SELMCL-EQ,NaN,SEL MANUFACTURING COMPANY LIMIT
NSE:SFCL-BE,NaN,SFCL-BE.NS
NSE:SHYAMTEL,10.25,Shyam Telecom Limited
NSE:SHIVTEX,NaN,Shiva Texyarn Limited
NSE:SHOPERSTOP,279.85,Shoppers Stop Limited
NSE:SHEMAROO-EQ,NaN,SHEMAROO ENTERTAIN INR10
NSE:SHIVAMAUTO,30.2,Shivam Autotech Limited
NSE:SHAIVAL-SM,NaN,SHAIVAL REALITY LT INR10
NSE:LIBERTSHOE,180,Liberty Shoes Limited
NSE:SHOPERSTOP-EQ,NaN,SHOPPERS STOP INR5
NSE:RENUKA,30.2,Shree Renuka Sugars Limited
NSE:VARUNSHIP-BZ,NaN,VARUN SHIPPING INR10
NSE:SHREYANIND-EQ,NaN,SHREYANS INDUSTRIES LIMITED
NSE:SHILPI,NaN,Shilpi Cable Technologies Limited
NSE:RENUKA-EQ,NaN,SHREE RENUKA SUGARS LIMITED
NSE:VARUNSHIP,NaN,Varun Shipping Co. Ltd.
NSE:STAR-IL,NaN,STRIDES SHASUN LTD INR10
NSE:STAR,585.95,Strides Shasun Limited
NSE:SRTRANSFIN-EQ,NaN,SHRIRAM TRANSPORT INR10
NSE:SHREYANIND,130.35,Shreyans Industries Limited
NSE:SHRENUJ,NaN,Shrenuj & Company Limited
NSE:SIMBHALS,29.85,Simbhaoli Sugars Limited
NSE:SIMPLEXINF-EQ,NaN,SIMPLEX INFRASTRUC INR2
NSE:SIYSIL,427,Siyaram Silk Mills Limited
NSE:SIGNET,NaN,SIGNET INDUSTRIES INR1
NSE:SIYSIL-EQ,NaN,SIYARAM SILK MILLS LIMITED
NSE:SICAGEN,NaN,Sicagen India Limited
NSE:SIMPLEXCA,NaN,SIMPLEX CASTINGS LTD.
NSE:SIMBHSUGAR-EQ,NaN,SIMBHAOLI SUGARS LIMITED
NSE:SILINV,339.8,SIL Investments Ltd.
NSE:SIL-EQ,NaN,STANDARD INDS INR5
NSE:SINTEX,4.55,Sintex Industries Limited
NSE:REISIXTEN,NaN,REI Six Ten Retail Limited
NSE:SIL,15,Standard Industries Limited
NSE:SIMPLEXINF,44.9,Simplex Infrastructures Limited
NSE:SJVN,29.3,SJVN Limited
NSE:SKIPPER,79.8,Skipper Limited
NSE:SKIL-EQ,NaN,SKIL INFRASTRUCTUR INR10
NSE:SKSMICRO,NaN,Bharat Financial Inclusion Limited
NSE:SKIL,4.6,SKIL Infrastructure Limited
NSE:SKIPPER-EQ,NaN,SKIPPER LTD INR1
NSE:SKIL-BE,NaN,SKIL INFRASTRUCTURE LTD.
NSE:SMSANCO,NaN,SMSANCO.NS
NSE:SMMOMAI,NaN,SMMOMAI.NS
NSE:SMOPAL,NaN,SMOPAL.NS
NSE:SMSIIL,NaN,SMSIIL.NS
NSE:SMMITCON,NaN,SMMITCON.NS
NSE:SMTHEJO,NaN,SMTHEJO.NS
NSE:SMVETO,NaN,SMVETO.NS
NSE:SOLARINDS,2670,Solar Industries India Limited
NSE:INFINITE,NaN,Infinite Computer Solutions (India) Limited
NSE:CALSOFT-BE,NaN,CALIFORNIA SOFTWARE CO LT
NSE:TANLA-EQ,NaN,TANLA SOLUTIONS LIMITED
NSE:SOFTTECHGR-BE,NaN,SOFTTECHGRNPP070100
NSE:SOFTTECHGR-EQ,NaN,SOFTWARE TECH GP INR10
NSE:COMPUSOFT,16.5,Compucom Software Limited
NSE:SOMATEX-BE,NaN,SOMA TEXTILE INUSTRIES LT
NSE:SOMATEX-EQ,NaN,SOMA TEXTILE & IND INR10
NSE:TELEDATAI,NaN,TELEDATAI.NS
NSE:SURANASOL-EQ,NaN,SURANA SOLAR LTD INR5
NSE:COMPUSOFT-EQ,NaN,COMPUCOM SOFTWARE LIMITED
NSE:PRITHVI-BZ,NaN,PRITHVI INFO. SOLN. LTD.
NSE:CALSOFT,35.8,California Software Company Limited
NSE:SOBHA,839,Sobha Limited
NSE:AURIONPRO,223.5,aurionPro Solutions Limited
NSE:PRITHVISO,NaN,Prithvi Softech Limited
NSE:8KMILES,NaN,8K Miles Software Services Limited
NSE:SOBHA-EQ,NaN,SOBHA LIMITED
NSE:SONATSOFTW-EQ,NaN,SONATA SOFTWARE INR1
NSE:SOMATEX,8.15,Soma Textiles & Industries Limited
NSE:SURYAJYOTI-EQ,NaN,SURYAJYOTI SPG MIL INR10
NSE:SPMLINFRA,11.15,SPML Infra Limited
NSE:SPENTEX,1.35,Spentex Industries Limited
NSE:SPECIALITY,90.85,Speciality Restaurants Limited
NSE:SPLIL,46.6,SPL Industries Limited
NSE:VSSL,268.35,Vardhman Special Steels Limited
NSE:SRF,2390.15,SRF Limited
NSE:SRICHAMUN,NaN,SRICHAMUN.NS
NSE:SREEL,182.25,Sreeleathers Limited
NSE:SRGINFOTEC-EQ,NaN,PAN INDIA CORP INR10
NSE:SREINFRA,5.6,SREI Infrastructure Finance Limited
NSE:SREEL-EQ,NaN,SREELEATHERS LTD INR10
NSE:TVSSRICHAK,2547,TVS Srichakra
NSE:SRGINFOTEC-BE,NaN,SRGINFOTECH (INDIA) LTD.
NSE:SRSLTD,NaN,SRS Limited
NSE:SSLT,NaN,Vedanta Limited
NSE:SSLT-EQ,NaN,SSLT-EQ.NS
NSE:STRTECH,NaN,Sterlite Technologies Limited
NSE:STINDIA-BE,NaN,STI INDIA LTD
NSE:STINDIA,NaN,STI India Limited
NSE:STAN-DR,NaN,STANDARD CHART PLC IDR EACH REP
NSE:STINDIA-EQ,NaN,STI INDIA INR10
NSE:VISASTEEL,13.75,VISA Steel Limited
NSE:STERTOOLS,205,Sterling Tools Limited
NSE:STEL-BE,NaN,STEL HOLDINGS LTD INR10
NSE:STRTECH-EQ,NaN,STERLITE TECHNOLOGIES LIMITED
NSE:PRAKASHSTL-EQ,NaN,PRAKASH STEELAGE LIMITED
NSE:STERTOOLS-EQ,NaN,STERLING TOOLS LIMITED
NSE:STEL,172.8,STEL Holdings Limited
NSE:SUPREMEINF,18.55,Supreme Infrastructure India Limited
NSE:SUZLON,7.35,Suzlon Energy Limited
NSE:SUNTECK,507.55,Sunteck Realty Limited
NSE:SUMEETINDS,8.65,Sumeet Industries Limited.
NSE:SUNCLAYLTD,3723.35,Sundaram-Clayton Limited
NSE:SUPRAJIT-EQ,NaN,SUPRAJIT ENGINEERING LIMITED
NSE:SUPRAJIT,392.85,Suprajit Engineering Limited
NSE:SUNDARAM-BE,NaN,SUNDARAM-BE.NS
NSE:SUPERHOUSE,185.85,Superhouse Limited
NSE:SUMMITSEC,762.25,Summit Securities Limited
NSE:MAWANASUG,88.5,Mawana Sugars Limited
NSE:SUDAR,NaN,Sudar Industries Limited
NSE:SUPREMEIND,2615,The Supreme Industries Limited
NSE:SUPERHOUSE-EQ,NaN,SUPERHOUSE LTD INR10
NSE:SUPERSPIN,13.05,Super Spinning Mills Limited
NSE:SURYALAXMI,65,Suryalakshmi Cotton Mills Limited
NSE:SUDAR-BE,NaN,SUDAR INDUSTRIES L INR10
NSE:SURANAIND-BE,NaN,SURANA INDUSTRIES INR10
NSE:UTTAMSUGAR,189.35,Uttam Sugar Mills Limited
NSE:SUPREMETEX,NaN,Supreme Tex Mart Limited
NSE:SUJANATWR,NaN,Neueon Towers Limited
NSE:UTTAMSUGAR-EQ,NaN,UTTAM SUGAR MILLS INR10
NSE:SUPERSPIN-EQ,NaN,SUPER SPINNING INR1
NSE:UGARSUGAR-BE,NaN,UGAR SUGAR WORKS INR1
NSE:SUNDARMFIN-EQ,NaN,SUNDARAM FINANCE LIMITED
NSE:WB3RG-MF,NaN,SUNDARMAMC - WB3RG
NSE:SUPREMETEX-BE,NaN,SUPREME TEX MART INR5
NSE:SURANACORP,NaN,Surana Corporation Limited
NSE:SUJANATWR-EQ,NaN,NEUEON TOWERS LTD
NSE:SAKHTISUG-EQ,NaN,SAKTHI SUGARS LIMITED
NSE:PARRYSUGAR-EQ,NaN,PARRYS SUGAR INDUS INR10
NSE:PARRYSUGAR,NaN,Parrys Sugar Industries Limited
NSE:SUBEX,NaN,Subex Limited
NSE:SUBEX-EQ,NaN,SUBEX LIMITED
NSE:SUMEETINDS-EQ,NaN,SUMEET INDUSTRIES INR10
NSE:SWANENERGY,132.85,Swan Energy Limited
NSE:VETO-SM,NaN,VETO SWITCHGEARS A INR10
NSE:SWELECTES,274.95,Swelect Energy Systems Limited
NSE:SYNGENE-EQ,NaN,SYNGENE INTERNATIO INR10
NSE:TECPRO-BE,NaN,TECPRO SYSTEMS LTD INR10
NSE:SYNGENE,617.4,Syngene International Limited
NSE:TECPRO-EQ,NaN,TECPRO SYSTEMS LIMITED
NSE:BANSWRAS,197.25,Banswara Syntex Limited
NSE:SYNDIBANK-EQ,NaN,SYNDICATE BANK
NSE:TECPRO-BZ,NaN,TECPRO SYSTEMS LTD
NSE:PRAENG,19.35,Prajay Engineers Syndicate Limited
NSE:SYNDIBANK,NaN,Syndicate Bank
NSE:SYMPHONY-EQ,NaN,SYMPHONY LIMITED
NSE:WEBELSOLAR-EQ,NaN,WEBSOL ENERGY SYST INR10
NSE:TALBROAUTO,288,Talbros Automotive Components Limited
NSE:TATAMETALI,1091.5,Tata Metaliks Limited
NSE:TARMAT,67.75,Tarmat Limited
NSE:TANTIACONS-EQ,NaN,TANTIA CONSTRUCTIONS LIMITED
NSE:TALBROAUTO-EQ,NaN,TALBROS AUTO INR10
NSE:TNTELE,9.4,Tamilnadu Telecommunications Limited
NSE:TTML-EQ,NaN,TATA TELESERVICES (MAHARASHTRA)
NSE:TATAINVEST,1683.7,Tata Investment Corporation Limited
NSE:TANTIACONS,7.15,Tantia Constructions Limited
NSE:TANTIACON,NaN,Tantia Constructions Limited
NSE:TATACOFFEE,235,Tata Coffee Limited
NSE:TATAINVEST-EQ,NaN,TATA INVESTMENT CORPORATION LIM
NSE:TANLA,958.75,Tanla Solutions Limited
