,Symbol,Price,Company name
2004,NSE:MALUPAPER,37.05,Malu Paper Mills Limited
2010,NSE:MANINDS,115.6,Man Industries (India) Limited
2011,NSE:MARICO,583.5,Marico Limited
2013,NSE:M&MFIN,187.2,Mahindra & Mahindra Financial Services Limited
2014,NSE:MANAKSTEEL,33.2,MANAKSIA STEELS LT INR1
2017,NSE:MANINFRA,112.6,Man Infraconstruction Limited
2018,NSE:MBLINFRA,22.7,MBL Infrastructures Limited
2020,NSE:MCDHOLDING,84.15,McDowell Holdings Limited
2021,NSE:SAMBHAAV,3.0,Sambhaav Media Limited
2022,NSE:RADAAN,1.5,Radaan Mediaworks India Limited
2023,NSE:PRECOT,258.3,Precot Meridian Limited
2027,NSE:POLYMED,961.7,Poly Medicure Limited
2032,NSE:MEP,26.8,MEP Infrastructure Developers Limited
2033,NSE:SHILPAMED,625.5,Shilpa Medicare Limited
2035,NSE:MELSTAR,3.65,Melstar Information Technologies Limited
2038,NSE:RATNAMANI,2214.0,Ratnamani Metals & Tubes Limited
2040,NSE:INDRAMEDCO,80.1,Indraprastha Medical Corporation Limited
2047,NSE:MFSL,1008.85,Max Financial Services Limited
2048,NSE:MHRIL,245.9,Mahindra Holidays & Resorts India Limited
2049,NSE:MIRZAINT,65.1,Mirza International Limited
2050,NSE:20MICRONS,63.6,20 Microns Limited
2051,NSE:MINDACORP,134.6,Minda Corporation Limited
2058,NSE:SARDAEN,828.8,Sarda Energy & Minerals Limited
2064,NSE:MMTC,48.3,MMTC Limited
2066,NSE:MORARJEE,19.65,Morarjee Textiles Limited
2067,NSE:MOHITIND,12.35,Mohit Industries Limited
2073,NSE:MOLDTKPAC,707.0,Mold-Tek Packaging Limited
2075,NSE:SHARDAMOTR,671.15,SHARDA MOTOR INDUS INR10
2076,NSE:SANGHVIMOV,204.25,Sanghvi Movers Limited
2084,NSE:MPHASIS,3373.95,MphasiS Limited
2085,NSE:MPSLTD,681.8,MPS Limited
2088,NSE:MRO-TEK,65.5,MRO-TEK Realty Limited
2090,NSE:MSPL,9.95,MSP Steel & Power Limited
2091,NSE:SHREERAMA,13.75,Shree Rama Multi-Tech Limited
2092,NSE:SUNDARAM,2.05,Sundaram Multi Pap Limited
2095,NSE:3RDROCK,64.6,3rd Rock Multimedia Limited
2096,NSE:MUKANDLTD,143.0,Mukand Limited
2097,NSE:MUNJALSHOW,139.25,Munjal Showa Limited
2102,NSE:MUTHOOTCAP,405.55,MUTHOOT CAPITAL SE INR10
2104,NSE:MUKANDENGG,26.25,Mukand Engineers Limited
2107,NSE:NAVKARCORP,43.0,Navkar Corporation Limited
2108,NSE:NATCOPHARM,891.15,Natco Pharma Limited
2111,NSE:NSIL,1834.0,Nalwa Sons Investments Limited
2114,NSE:NAHARSPING,454.75,Nahar Spinning Mills Ltd
2115,NSE:NAGREEKCAP,7.85,NAGREEKA CAPITAL & INR5
2121,NSE:PNB,43.55,Punjab National Bank
2126,NSE:NAHARINDUS,116.05,Nahar Industrial Enterprises Limited
2127,NSE:TNPL,141.95,Tamil Nadu Newsprint and Papers Limited
2129,NSE:NCC,83.6,NCC Limited
2132,NSE:NDTV,82.9,New Delhi Television Limited
2134,NSE:SUNTV,560.15,Sun TV Network Limited
2137,NSE:NESCO,673.25,Nesco Limited
2139,NSE:RAJTV,36.05,Raj Television Network Limited
2140,NSE:NETWORK18,86.75,Network18 Media & Investments Limited
2141,NSE:NESTLEIND,19443.9,Nestl� India Limited
2142,NSE:NEXTMEDIA,6.0,Next Mediaworks Limited
2144,NSE:TVTODAY,297.0,T.V. Today Network Limited
2146,NSE:DEN,54.15,DEN Networks Limited
2149,NSE:SMARTLINK,114.55,Smartlink Network Systems Limited
2150,NSE:SETFNN50,467.76,SBI MUTUAL FUND SBI-ETF NIFTY N
2161,NSE:SETFNIF50,188.14,SBI MUTUAL FUND SBI-ETF NIFTY 5
2164,NSE:NITINSPIN,229.4,Nitin Spinners Ltd.
2167,NSE:DEEPAKNTR,2905.35,DEEPAK NITRITE INR2
2171,NSE:NIPPOBATRY,1038.0,Indo National Limited
2172,NSE:NILAINFRA,6.7,NILA INFRASTRUCTUR INR1
2174,NSE:NILKAMAL,2688.05,Nilkamal Limited
2176,NSE:SETFNIFBK,396.39,SBI MUTUAL FUND SBI-ETF NIFTY B
2179,NSE:NITCO,25.4,Nitco Limited
2180,NSE:TECHIN,6.8,Techindia Nirman Limited
2181,NSE:NKIND,42.7,N.K Industries Limited
2184,NSE:GRINDWELL,1555.2,Grindwell Norton Limited
2185,NSE:DENORA,342.25,De Nora India Limited
2195,NSE:OCCL,1081.3,ORIENTAL CARB & CH INR10
2196,NSE:SCI,143.55,The Shipping Corporation of India Limited
2197,NSE:TINPLATE,338.8,The Tinplate Company Of India Limited
2199,NSE:STCINDIA,113.5,The State Trading Corporation of India Limited
2202,NSE:SAIL,125.85,Steel Authority of India Limited
2205,NSE:BANKBARODA,90.45,Bank of Baroda
2207,NSE:TFCILTD,74.15,Tourism Finance Corporation of India Limited
2209,NSE:OILCOUNTUB,10.6,Oil Country Tubular Limited
2211,NSE:SOTL,1499.9,Savita Oil Technologies Limited
2213,NSE:OMKARCHEM,25.85,Omkar Speciality Chemicals Limited
2219,NSE:ORIENTALTL,8.85,Oriental Trimex Limited
2220,NSE:ORIENTLTD,73.0,Orient Press Limited
2224,NSE:ORIENTPPR,35.2,Orient Paper & Industries Limited
2226,NSE:ORTEL,1.35,Ortel Communications Limited
2232,NSE:ORICONENT,29.2,ORICON ENTERPRISES INR2
2233,NSE:ORISSAMINE,2883.2,The Orissa Minerals Development Company Limited
2234,NSE:GREENPOWER,4.9,Orient Green Power Company Limited
2237,NSE:VINATIORGA,2061.0,Vinati Organics Limited
2239,NSE:ORIENTHOT,40.15,Oriental Hotels Limited
2242,NSE:MARALOVER,83.05,Maral Overseas Limited
2243,NSE:PRADIP,1.15,Pradip Overseas Limited
2245,NSE:PAGEIND,37667.5,Page Industries Limited
2249,NSE:PARSVNATH,16.45,Parsvnath Developers Limited
2256,NSE:PATSPINLTD,9.3,Patspin India Limited
2258,NSE:SHALPAINTS,96.6,Shalimar Paints Limited
2261,NSE:PARACABLES,13.7,Paramount Communications Limited
2267,NSE:PANAMAPET,276.0,Panama Petrochem Limited
2271,NSE:STARPAPER,151.2,Star Paper Mills Limited
2272,NSE:PBAINFRA,11.3,PBA Infrastructure Limited
2274,NSE:PDMJEPAPER,44.3,Pudumjee Paper Products Limited
2276,NSE:SPIC,51.75,Southern Petrochemical Industries Corporation Limited
2277,NSE:LINCPEN,248.45,LINC PEN & PLASTIC INR10
2282,NSE:PEARLPOLY,15.5,Pearl Polymers Limited
2283,NSE:PENIND,31.3,Pennar Industries Limited
2286,NSE:SUPPETRO,770.1,Supreme Petrochem Limited
2287,NSE:CHENNPETRO,137.5,Chennai Petroleum Corporation Limited
2289,NSE:PERSISTENT,4153.4,Persistent Systems Limited
2291,NSE:TNPETRO,132.15,Tamilnadu Petroproducts Limited
2295,NSE:MANALIPETC,126.95,Manali Petrochemicals Limited
2296,NSE:PFIZER,5509.0,Pfizer Limited
2297,NSE:SMSPHARMA,149.0,SMS Pharmaceuticals Limited
2300,NSE:TORNTPHARM,3096.45,Torrent Pharmaceuticals Limited
2309,NSE:BALPHARMA,105.8,Bal Pharma Limited
2310,NSE:LINCOLN,382.0,LINCOLN PHARMA LTD INR10
2311,NSE:PIIND,3341.75,PI Industries Limited
2312,NSE:PILANIINVS,2014.0,Pilani Investment and Industries Corporation Limited
2315,NSE:SRIPIPES,211.6,Srikalahasthi Pipes Limited
2316,NSE:PIDILITIND,2491.0,Pidilite Industries Limited
2317,NSE:TEXMOPIPES,52.4,Texmo Pipes and Products Limited
2320,NSE:PLASTIBLEN,271.0,Plastiblends India Ltd.
2321,NSE:PNCINFRA,377.45,PNC Infratech Limited
2325,NSE:PONNIERODE,245.5,Ponni Sugars (Erode) Limited
2327,NSE:PREMIERPOL,70.85,Premier Polyfilm Ltd.
2332,NSE:POLYPLEX,1905.95,Polyplex Corporation Limited
2333,NSE:HONDAPOWER,1390.9,Honda Siel Power Products Limited
2334,NSE:RPOWER,16.7,Reliance Power Limited
2335,NSE:VARDMNPOLY,22.9,Vardhman Polytex Limited
2336,NSE:TORNTPOWER,520.7,Torrent Power Limited
2337,NSE:RTNPOWER,4.45,RattanIndia Power Limited
2338,NSE:SEPOWER,11.65,S. E. Power Limited
2340,NSE:POWERMECH,1066.7,Power Mech Projects Limited
2343,NSE:VIVIDHA,0.8,Visagar Polytex Limited
2344,NSE:SPYL,0.75,Shekhawati Poly-Yarn Limited
2346,NSE:CAREERP,158.35,Career Point Limited
2347,NSE:TATAPOWER,252.75,The Tata Power Company Limited
2349,NSE:TDPOWERSYS,371.75,TD Power Systems Limited
2351,NSE:PREMIER,4.05,Premier Limited
2352,NSE:PURVA,139.15,Puravankara Limited
2355,NSE:TTKPRESTIG,8874.35,TTK Prestige Limited
2356,NSE:PRAKASHSTL,2.45,Prakash Steelage Limited
2365,NSE:PSB,18.9,Punjab & Sind Bank
2366,NSE:PTC,134.35,PTC India Limited
2367,NSE:PTL,50.8,PTL Enterprises Limited
2369,NSE:SHAKTIPUMP,822.05,Shakti Pumps (India) Limited
2370,NSE:PVR,1746.25,PVR Limited
2371,NSE:PVP,6.1,PVP Ventures Limited
2372,NSE:RANASUG,29.0,Rana Sugars Limited
2373,NSE:RAMKY,157.4,Ramky Infrastructure Limited
2374,NSE:RAJVIR,8.5,Rajvir Industries Limited
2375,NSE:INGERRAND,1197.7,Ingersoll-Rand (India) Limited
2376,NSE:RAMASTEEL,274.5,Rama Steel Tubes Limited
2377,NSE:RAJRAYON,0.45,Raj Rayon Industries Limited
2378,NSE:RAYMOND,463.5,Raymond Limited
2379,NSE:RAMSARUP,1.3,Ramsarup Industries Limited
2380,NSE:INDORAMA,52.3,Indo Rama Synthetics (India) Limited
2384,NSE:RALLIS,317.0,Rallis India Limited
2386,NSE:RAMCOIND,304.0,Ramco Industries Limited
2388,NSE:RANEENGINE,299.75,Rane Engine Valve Limited
2391,NSE:SRHHYPOLTD,352.15,Sree Rayalaseema Hi-Strength Hypo Limited
2398,NSE:RANEHOLDIN,601.1,Rane Holdings Limited
2399,NSE:RML,413.25,Rane (Madras) Limited
2400,NSE:RAIN,243.75,Rain Industries Limited
2401,NSE:RAMCOSYS,482.05,Ramco Systems Limited
2402,NSE:RMCL,2.15,Radha Madhav Corporation Limited
2403,NSE:RCOM,3.15,Reliance Communications Limited
2405,NSE:RIIL,738.45,Reliance Industrial Infrastructure Limited
2406,NSE:REDINGTON,154.65,Redington (India) Limited
2408,NSE:RICOAUTO,47.35,Rico Auto Industries Limited
2409,NSE:ROLTA,5.7,Rolta India Limited
2411,NSE:SURYAROSNI,707.95,Surya Roshni Limited
2412,NSE:ROSSELLIND,168.0,Rossell India Limited
2413,NSE:RPPINFRA,63.95,RPP Infra Projects Limited
2415,NSE:RSYSTEMS,223.65,R Systems International Limited
2416,NSE:RSSOFTWARE,37.1,R. S. Software (India) Limited
2417,NSE:RSWM,359.0,RSWM Limited
2419,NSE:RUCHIRA,87.85,Ruchira Papers Limited
2420,NSE:RUSHIL,254.6,Rushil D�cor Limited
2421,NSE:RUPA,493.7,Rupa & Company Limited
2425,NSE:RUBYMILLS,293.25,The Ruby Mills Limited
2426,NSE:RUCHINFRA,7.1,Ruchi Infrastructure Limited
2427,NSE:HOTELRUGBY,2.95,Hotel Rugby Limited
2428,NSE:SANGHIIND,68.8,Sanghi Industries Limited
2430,NSE:SAKSOFT,1073.5,Saksoft Limited
2431,NSE:SAREGAMA,4300.0,Saregama India Limited
2437,NSE:SANDESH,788.4,The Sandesh Limited
2438,NSE:SANGAMIND,222.2,Sangam (India) Limited
2445,NSE:THOMASCOTT,18.05,Thomas Scott (India) Limited
2447,NSE:MAHSCOOTER,4789.95,Maharashtra Scooters Limited
2449,NSE:SEQUENT,218.25,Sequent Scientific Limited
2451,NSE:MAHSEAMLES,505.2,Maharashtra Seamless Limited
2452,NSE:INVENTURE,2.65,Inventure Growth & Securities Limited
2455,NSE:SHYAMTEL,10.25,Shyam Telecom Limited
2457,NSE:SHOPERSTOP,279.85,Shoppers Stop Limited
2459,NSE:SHIVAMAUTO,30.2,Shivam Autotech Limited
2461,NSE:LIBERTSHOE,180.0,Liberty Shoes Limited
2463,NSE:RENUKA,30.2,Shree Renuka Sugars Limited
2470,NSE:STAR,585.95,Strides Shasun Limited
2472,NSE:SHREYANIND,130.35,Shreyans Industries Limited
2474,NSE:SIMBHALS,29.85,Simbhaoli Sugars Limited
2476,NSE:SIYSIL,427.0,Siyaram Silk Mills Limited
2482,NSE:SILINV,339.8,SIL Investments Ltd.
2484,NSE:SINTEX,4.55,Sintex Industries Limited
2486,NSE:SIL,15.0,Standard Industries Limited
2487,NSE:SIMPLEXINF,44.9,Simplex Infrastructures Limited
2488,NSE:SJVN,29.3,SJVN Limited
2489,NSE:SKIPPER,79.8,Skipper Limited
2492,NSE:SKIL,4.6,SKIL Infrastructure Limited
2502,NSE:SOLARINDS,2670.0,Solar Industries India Limited
2508,NSE:COMPUSOFT,16.5,Compucom Software Limited
2515,NSE:CALSOFT,35.8,California Software Company Limited
2516,NSE:SOBHA,839.0,Sobha Limited
2517,NSE:AURIONPRO,223.5,aurionPro Solutions Limited
2522,NSE:SOMATEX,8.15,Soma Textiles & Industries Limited
2524,NSE:SPMLINFRA,11.15,SPML Infra Limited
2525,NSE:SPENTEX,1.35,Spentex Industries Limited
2526,NSE:SPECIALITY,90.85,Speciality Restaurants Limited
2527,NSE:SPLIL,46.6,SPL Industries Limited
2528,NSE:VSSL,268.35,Vardhman Special Steels Limited
2529,NSE:SRF,2390.15,SRF Limited
2531,NSE:SREEL,182.25,Sreeleathers Limited
2533,NSE:SREINFRA,5.6,SREI Infrastructure Finance Limited
2535,NSE:TVSSRICHAK,2547.0,TVS Srichakra
2545,NSE:VISASTEEL,13.75,VISA Steel Limited
2546,NSE:STERTOOLS,205.0,Sterling Tools Limited
2551,NSE:STEL,172.8,STEL Holdings Limited
2552,NSE:SUPREMEINF,18.55,Supreme Infrastructure India Limited
2553,NSE:SUZLON,7.35,Suzlon Energy Limited
2554,NSE:SUNTECK,507.55,Sunteck Realty Limited
2555,NSE:SUMEETINDS,8.65,Sumeet Industries Limited.
2556,NSE:SUNCLAYLTD,3723.35,Sundaram-Clayton Limited
2558,NSE:SUPRAJIT,392.85,Suprajit Engineering Limited
2560,NSE:SUPERHOUSE,185.85,Superhouse Limited
2561,NSE:SUMMITSEC,762.25,Summit Securities Limited
2562,NSE:MAWANASUG,88.5,Mawana Sugars Limited
2564,NSE:SUPREMEIND,2615.0,The Supreme Industries Limited
2566,NSE:SUPERSPIN,13.05,Super Spinning Mills Limited
2567,NSE:SURYALAXMI,65.0,Suryalakshmi Cotton Mills Limited
2570,NSE:UTTAMSUGAR,189.35,Uttam Sugar Mills Limited
2587,NSE:SWANENERGY,132.85,Swan Energy Limited
2589,NSE:SWELECTES,274.95,Swelect Energy Systems Limited
2592,NSE:SYNGENE,617.4,Syngene International Limited
2594,NSE:BANSWRAS,197.25,Banswara Syntex Limited
2597,NSE:PRAENG,19.35,Prajay Engineers Syndicate Limited
2601,NSE:TALBROAUTO,288.0,Talbros Automotive Components Limited
2602,NSE:TATAMETALI,1091.5,Tata Metaliks Limited
2603,NSE:TARMAT,67.75,Tarmat Limited
2606,NSE:TNTELE,9.4,Tamilnadu Telecommunications Limited
2608,NSE:TATAINVEST,1683.7,Tata Investment Corporation Limited
2609,NSE:TANTIACONS,7.15,Tantia Constructions Limited
2611,NSE:TATACOFFEE,235.0,Tata Coffee Limited
2613,NSE:TANLA,958.75,Tanla Solutions Limited
2614,NSE:TARAPUR,4.0,Tarapur Transformers Limited
2619,NSE:TEAMLEASE,5009.15,TeamLease Services Limited
2621,NSE:TIIL,890.65,Technocraft Industries (India) Limited
2623,NSE:TFL,6.3,Transwarranty Finance Limited
2626,NSE:INDOTHAI,94.75,Indo Thai Securities Limited
2627,NSE:TIMETECHNO,74.9,Time Technoplast Limited
2628,NSE:TIL,182.05,TIL Limited
2630,NSE:TIMKEN,1830.85,Timken India Limited
2632,NSE:TIPSINDLTD,1428.0,Tips Industries Limited
2638,NSE:TWL,100.55,Titagarh Wagons Limited
2643,NSE:TOKYOPLAST,103.05,Tokyo Plast International Limited
2645,NSE:TPLPLASTEH,175.15,TPL PLASTECH LTD. INR10
2647,NSE:TRIL,31.4,Transformers & Rectifiers (India) Limited
2648,NSE:TRIVENI,204.0,Triveni Engineering & Industries Limited
2652,NSE:TTL,77.9,T.T. Limited
2654,NSE:TRITURBINE,167.35,Triveni Turbine Limited
2657,NSE:UCOBANK,14.55,UCO Bank
2660,NSE:UJAAS,3.45,Ujaas Energy Ltd.
2664,NSE:CARBORUNIV,906.0,Carborundum Universal Limited
2665,NSE:UNIVCABLES,177.0,Universal Cables Limited
2666,NSE:MAYURUNIQ,483.9,Mayur Uniquoters Limited
2672,NSE:VTL,2071.45,Vardhman Textiles Limited
2675,NSE:VAKRANGEE,43.8,Vakrangee Limited
2678,NSE:WABAG,345.6,VA Tech Wabag Limited
2680,NSE:VENUSREM,470.1,Venus Remedies Limited
2682,NSE:VENKEYS,3139.75,Venky's (India) Limited
2685,NSE:VEDL,355.2,Vedanta Limited
2687,NSE:VGUARD,263.75,V-Guard Industries Limited
2688,NSE:VISESHINFO,0.25,MPS Infotecnics Limited
2692,NSE:VINDHYATEL,1195.8,Vindhya Telelinks Limited
2695,NSE:VICEROY,4.4,Viceroy Hotels Limited
2697,NSE:VISHNU,736.4,Vishnu Chemicals Limited
2698,NSE:VIPULLTD,30.1,VIPUL LTD INR1
2710,NSE:WALCHANNAG,55.0,Walchandnagar Industries Limited
2712,NSE:WELCORP,149.2,Welspun Corp Limited
2714,NSE:WEIZMANIND,58.15,Weizmann Limited
2716,NSE:WHEELS,792.0,Wheels India Limited
2718,NSE:PRECWIRE,258.25,Precision Wires India Ltd.
2719,NSE:INOXWIND,129.35,Inox Wind Limited
2720,NSE:WINDMACHIN,32.95,Windsor Machines Limited
2723,NSE:WSI,7.55,WS Industries (India)
2727,NSE:AUSOMENT,66.6,Ausom Enterprise Limited
2728,NSE:AUTOIND,61.95,Autoline Industries Limited
2729,NSE:HONAUT,44499.6,Honeywell Automation India Limited
2731,NSE:BAJAJFINSV,18789.95,Bajaj Finserv Limited
2732,NSE:BALAJITELE,66.45,Balaji Telefilms Limited
2734,NSE:BALRAMCHIN,377.85,Balrampur Chini Mills Limited
2736,NSE:BALKRISIND,2599.0,Balkrishna Industries Limited
2738,NSE:INDBANK,25.4,Indbank Merchant Banking Services Limited
2740,NSE:BARTRONICS,4.15,Bartronics India Limited
2742,NSE:BATAINDIA,2169.0,Bata India Limited
2744,NSE:BEARDSELL,14.6,Beardsell Limited
2750,NSE:BRIGADE,459.05,Brigade Enterprises Limited
2751,NSE:BRITANNIA,3905.8,Britannia Industries Limited
2754,NSE:FINCABLES,492.4,Finolex Cables Limited
2755,NSE:CORDSCABLE,58.1,Cords Cable Industries Limited
2756,NSE:PRECAM,107.6,Precision Camshafts Limited
2757,NSE:CANTABIL,600.0,Cantabil Retail India Limited
2759,NSE:CANFINHOME,709.0,Can Fin Homes Limited
2762,NSE:RELCAPITAL,22.1,Reliance Capital Limited
2765,NSE:MANGCHEFER,75.05,Mangalore Chemicals & Fertilizers Limited
2767,NSE:COALINDIA,185.7,Coal India Limited
2768,NSE:MANAKCOAT,18.9,MANAKSIA COATED ME INR1
2771,NSE:COLPAL,1690.35,Colgate-Palmolive (India) Limited
2773,NSE:THOMASCOOK,82.0,Thomas Cook (India) Limited
2774,NSE:COSMOFILMS,1661.0,Cosmo Films Limited
2777,NSE:DELTAMAGNT,68.95,Delta Magnets Limited
2784,NSE:INDOWIND,8.55,Indowind Energy Limited
2786,NSE:ENGINERSIN,79.2,Engineers India Limited
2787,NSE:TECHNOFAB,6.15,Technofab Engineering Limited
2793,NSE:FIEMIND,1278.85,Fiem Industries Limited
2795,NSE:FINPIPE,230.7,Finolex Industries Limited
2798,NSE:L&TFH,95.3,L&T Finance Holdings Limited
2801,NSE:REPCOHOME,324.55,Repco Home Finance Limited
2804,NSE:MANAPPURAM,200.65,Manappuram Finance Limited
2807,NSE:GRASIM,1782.5,Grasim Industries Limited
2808,NSE:GRAPHITE,601.4,Graphite India Limited
2809,NSE:GREENLAM,1406.4,GREENLAM INDUSTRIE INR5
2811,NSE:GREENPLY,205.0,Greenply Industries Limited
2813,NSE:GRPLTD,961.5,GRP Limited
2814,NSE:INDHOTEL,231.0,The Indian Hotels Company Limited
2815,NSE:HOVS,57.7,HOV Services Limited
2818,NSE:REMSONSIND,237.8,Remsons Industries Limited
2819,NSE:3MINDIA,25973.0,3M India Limited
2820,NSE:INSECTICID,709.15,Insecticides (India) Limited
2821,NSE:LINDEINDIA,2600.0,Linde India Limited
2824,NSE:RESPONIND,125.55,Responsive Industries Limited
2825,NSE:INDOSOLAR,3.05,Indosolar Limited
2827,NSE:INFY,1768.0,Infosys Limited
2831,NSE:V2RETAIL,202.7,V2 Retail Limited
2833,NSE:LICNETFN50,194.95,LIC MUTUAL FUND ETF- NIFTY 50-
2837,NSE:SADBHIN,17.35,Sadbhav Infrastructure Project Limited
2840,NSE:TEXINFRA,59.1,Texmaco Infrastructure & Holdings Limited
2843,NSE:LICNETFGSC,23.28,LIC MUTUAL FUND G-SEC LONG TERM
2846,NSE:3IINFOTECH,84.5,3i Infotech Limited
2850,NSE:SANOFI,8183.1,Sanofi India Limited
2853,NSE:TRIDENT,40.35,Trident Limited
2856,NSE:MERCATOR,1.7,Mercator Limited
2861,NSE:MADHUCON,5.7,Madhucon Projects Limited
2862,NSE:M&M,931.7,Mahindra & Mahindra Limited
2865,NSE:MANAKSIA,69.4,Manaksia Limited
2870,NSE:MANUGRAPH,12.35,Manugraph India Limited
2875,NSE:THEMISMED,995.0,Themis Medicare Limited
2879,NSE:PAEL,7.35,PAE Limited
2881,NSE:PRAKASH,74.95,Prakash Industries Limited
2883,NSE:PROZONINTU,29.75,Prozone Intu Properties Limited
2885,NSE:REFEX,147.5,Refex Industries Limited
2887,NSE:REPRO,566.05,Repro India Limited
2890,NSE:SEAMECLTD,1235.0,Seamec Limited
2893,NSE:INDOTECH,178.05,Indo Tech Transformers Limited
2896,NSE:INDSWFTLTD,15.85,Ind-Swift Limited
