Symbol,Price,PrevDayClose,ChangeInPercentage
NSE:VIPULLTD,30.7,30.05,2.16
NSE:WALCHANNAG,55.2,54.05,2.13
NSE:WELCORP,150.1,147.7,1.62
NSE:WEIZMANIND,58.15,61.2,-4.98
NSE:WHEELS,792,791.05,0.12
NSE:PRECWIRE,257.45,254.7,1.08
NSE:INOXWIND,129.95,129.1,0.66
NSE:WINDMACHIN,32.8,33.05,-0.76
NSE:WSI,7.55,7.2,4.86
NSE:AUSOMENT,66.9,66.25,0.98
NSE:AUTOIND,61.05,62.3,-2.01
NSE:HONAUT,44450,44648.7,-0.45
NSE:BAJAJFINSV,18982.9,18488.9,2.67
NSE:BALAJITELE,66.7,66.05,0.98
NSE:BALRAMCHIN,380.05,378.1,0.52
NSE:BALKRISIND,2607.6,2596,0.45
NSE:INDBANK,25.55,25.05,2
NSE:BARTRONICS,4.05,4,1.25
NSE:BATAINDIA,2174.3,2118.15,2.65
NSE:BEARDSELL,14.1,14.35,-1.74
NSE:BRIGADE,460.25,461.95,-0.37
NSE:BRITANNIA,3896.25,3894.85,0.04
NSE:FINCABLES,491.75,490.55,0.24
NSE:CORDSCABLE,58,57.95,0.09
NSE:PRECAM,108.55,110.15,-1.45
NSE:CANTABIL,600,605.4,-0.89
NSE:CANFINHOME,708.3,699.5,1.26
NSE:RELCAPITAL,22.25,22.05,0.91
NSE:MANGCHEFER,74.6,74.15,0.61
NSE:COALINDIA,185.9,183.8,1.14
NSE:MANAKCOAT,18.55,18.5,0.27
NSE:COLPAL,1686.65,1681.2,0.32
NSE:THOMASCOOK,82.6,80.6,2.48
NSE:COSMOFILMS,1655,1638.35,1.02
NSE:DELTAMAGNT,70.5,70.7,-0.28
NSE:INDOWIND,9.05,8.9,1.69
NSE:ENGINERSIN,79.3,77.85,1.86
NSE:TECHNOFAB,6.15,6.4,-3.91
NSE:FIEMIND,1277.85,1266.4,0.9
NSE:FINPIPE,229.7,228.3,0.61
NSE:L&TFH,95,94.35,0.69
NSE:REPCOHOME,324.55,324.15,0.12
NSE:MANAPPURAM,199.4,195.3,2.1
NSE:GRASIM,1782.4,1752.5,1.71
NSE:GRAPHITE,602.85,602,0.14
NSE:GREENLAM,1396.2,1404.1,-0.56
NSE:GREENPLY,205.2,195.45,4.99
NSE:GRPLTD,961.5,963.15,-0.17
NSE:INDHOTEL,232.4,229.55,1.24
NSE:HOVS,56.85,56.6,0.44
NSE:REMSONSIND,245,239.05,2.49
NSE:3MINDIA,25949.9,26013.1,-0.24
NSE:INSECTICID,705.7,706.8,-0.16
NSE:LINDEINDIA,2605.7,2608.4,-0.1
NSE:RESPONIND,125.65,126.4,-0.59
NSE:INDOSOLAR,3.05,2.95,3.39
NSE:INFY,1764.1,1715.75,2.82
NSE:V2RETAIL,202.7,193.05,5
NSE:LICNETFN50,196.99,193.68,1.71
NSE:SADBHIN,17.35,16.9,2.66
NSE:TEXINFRA,59.05,59.3,-0.42
NSE:LICNETFGSC,23.27,23.03,1.04
NSE:3IINFOTECH,84.5,8.45,900
NSE:SANOFI,8220,8161.65,0.71
NSE:TRIDENT,40.35,38.45,4.94
NSE:MERCATOR,1.75,1.75,0
NSE:MADHUCON,5.65,5.6,0.89
NSE:M&M,928.95,931.4,-0.26
NSE:MANAKSIA,69.25,66.95,3.44
NSE:MANUGRAPH,12.35,12.45,-0.8
NSE:THEMISMED,994,988.9,0.52
NSE:PAEL,7,7,0
NSE:PRAKASH,75.7,75.75,-0.07
NSE:PROZONINTU,29.8,30.2,-1.32
NSE:REFEX,146.5,147.9,-0.95
NSE:REPRO,566,561,0.89
NSE:SEAMECLTD,1235,1214.2,1.71
NSE:INDOTECH,176,174.3,0.98
NSE:INDSWFTLTD,15.85,15.1,4.97
NSE:UTISENSETF,649.61,640.48,1.43
NSE:RELNV20,NaN,NaN,NaN
NSE:N100,NaN,NaN,NaN
NSE:GOLDSHARE,41.35,41.7,-0.84
NSE:LICNFENGP,NaN,NaN,NaN
NSE:KOTAKBKETF,400.85,396.49,1.1
NSE:IDBIGOLD,4370,4414.9,-1.02
NSE:RELIGAREGO,NaN,NaN,NaN
NSE:IDBIGOLD-EQ,NaN,NaN,NaN
NSE:HDFCMFGETF,42.22,42.56,-0.8
NSE:RELCNX100,NaN,NaN,NaN
NSE:IGOLD,NaN,NaN,NaN
NSE:RELCONS,NaN,NaN,NaN
NSE:HDFCNIFETF,196.84,194.96,0.96
NSE:HDFCSENETF,663.8,652.5,1.73
NSE:ICNX100,NaN,NaN,NaN
NSE:IPGETF,NaN,NaN,NaN
NSE:RELBANK,NaN,NaN,NaN
NSE:M100-EQ,NaN,NaN,NaN
NSE:UTINIFTETF,1935.01,1935.83,-0.04
NSE:RELNIFTY,NaN,NaN,NaN
NSE:KOTAKPSUBK,271.11,266.31,1.8
NSE:KOTAKNV20,102.15,100.84,1.3
NSE:RELGRNIFTY-EQ,NaN,NaN,NaN
NSE:EUROMULTI,1.45,1.4,3.57
NSE:EUROMULTI-BE,NaN,NaN,NaN
NSE:EUROMULTI-EQ,NaN,NaN,NaN
NSE:EVEREADY,382.95,384.55,-0.42
NSE:EVERESTIND,454.8,443.65,2.51
NSE:TULSI,NaN,NaN,NaN
NSE:EXIDEIND,187.4,186,0.75
NSE:GOLDBEES-EQ,NaN,NaN,NaN
NSE:EXCELINFO,NaN,NaN,NaN
NSE:HINDOILEXP,198.6,196.55,1.04
NSE:RAJESHEXPO-EQ,NaN,NaN,NaN
NSE:EXCELINDUS,1080.1,1066.85,1.24
NSE:NORBTEAEXP,7.3,7.3,0
NSE:NAGREEKEXP,31.85,32.85,-3.04
NSE:EXCEL-EQ,NaN,NaN,NaN
NSE:NAGREEKEXP-EQ,NaN,NaN,NaN
NSE:MCX-IL,NaN,NaN,NaN
NSE:NUCLEUS,593.1,593.7,-0.1
NSE:ORBTEXP,81.65,79.75,2.38
NSE:SELAN,164.45,161.1,2.08
NSE:KABRAEXTRU-EQ,NaN,NaN,NaN
NSE:IGOLD-EQ,NaN,NaN,NaN
NSE:KEMROCK,NaN,NaN,NaN
NSE:RAJESHEXPO,647.5,646.6,0.14
NSE:EXIDEIND-EQ,NaN,NaN,NaN
NSE:EXCEL,3.2,3.1,3.23
NSE:KABRAEXTRU,246.5,249.35,-1.14
NSE:SAKUMA,10.5,10.5,0
NSE:GOKEX,228.05,221.25,3.07
NSE:LOTUSEYE-EQ,NaN,NaN,NaN
NSE:PDSMFL,1389.75,1276.2,8.9
NSE:FARMAXIND,NaN,NaN,NaN
NSE:INDTERRAIN-EQ,NaN,NaN,NaN
NSE:MONTECARLO,392.75,392.05,0.18
NSE:PFRL-EQ,NaN,NaN,NaN
NSE:FARMAXIND-BE,NaN,NaN,NaN
NSE:PDSMFL-EQ,NaN,NaN,NaN
NSE:SUNDRMFAST,936.55,939.75,-0.34
NSE:INDTERRAIN,48.1,47.9,0.42
NSE:MONTECARLO-EQ,NaN,NaN,NaN
NSE:FLFL,64.1,64.05,0.08
NSE:FLFL-EQ,NaN,NaN,NaN
NSE:FCSSOFT-EQ,NaN,NaN,NaN
NSE:FCSSOFT,1.6,1.55,3.23
NSE:FCEL-EQ,NaN,NaN,NaN
NSE:FCL,124.9,124.45,0.36
NSE:FDC,356.5,354.1,0.68
NSE:RELCNX100-EQ,NaN,NaN,NaN
NSE:FDC-EQ,NaN,NaN,NaN
NSE:FMGOETZE,277.45,279,-0.56
NSE:UTIFEFRGR1-MF,NaN,NaN,NaN
NSE:FEDERALBNK,96.25,93.1,3.38
NSE:GSFC,137.05,136.2,0.62
NSE:SHREEPUSHK,240.3,238.8,0.63
NSE:FEDERALBNK-EQ,NaN,NaN,NaN
NSE:ROHITFERRO,11.7,11.15,4.93
NSE:MADRASFERT-EQ,NaN,NaN,NaN
NSE:FEDDERLOYD,NaN,NaN,NaN
NSE:IMPEXFERRO,1.2,1.2,0
NSE:SHREEPUSHK-BE,NaN,NaN,NaN
NSE:SHREEPUSHK-EQ,NaN,NaN,NaN
NSE:CHAMBLFERT,388.55,383.35,1.36
NSE:NFL,59.35,59.35,0
NSE:ROHITFERRO-EQ,NaN,NaN,NaN
NSE:MADRASFERT,31.35,30.9,1.46
NSE:SRTRANSFI,NaN,NaN,NaN
NSE:SRTRANSFIN,1413.95,1383.55,2.2
NSE:SARLAPOLY,56.2,55.6,1.08
NSE:NAHARPOLY-EQ,NaN,NaN,NaN
NSE:INDUSFILA,NaN,NaN,NaN
NSE:IBULHSGFIN,247.8,237.5,4.34
NSE:FSL,216.65,217.6,-0.44
NSE:FINANTECH,NaN,NaN,NaN
NSE:INDUSFILA-BE,NaN,NaN,NaN
NSE:FINCABLES-EQ,NaN,NaN,NaN
NSE:LFIC-BE,NaN,NaN,NaN
NSE:CONSOFINVT-EQ,NaN,NaN,NaN
NSE:GICHSGFIN,161.55,159,1.6
NSE:CAMLINFINE,189.3,187.6,0.91
NSE:CONSOFINVT,168.85,167.25,0.96
NSE:JMFINANCIL,95.8,93.95,1.97
NSE:SUNDARMFIN,2465,2454.65,0.42
NSE:LAKSHMIFIN-BE,NaN,NaN,NaN
NSE:NAHARCAP,296.1,290.4,1.96
NSE:OFSS-EQ,NaN,NaN,NaN
NSE:FIEMIND-EQ,NaN,NaN,NaN
NSE:L&TFH-EQ,NaN,NaN,NaN
NSE:GLFL,3.2,2.95,8.47
NSE:GINNIFILA-EQ,NaN,NaN,NaN
NSE:GUJSTATFIN-BT,NaN,NaN,NaN
NSE:FILATEX,117.85,115.55,1.99
NSE:TCIFINANCE,5.3,5.3,0
NSE:NAHARPOLY,248.55,242.8,2.37
NSE:FINANTECH-EQ,NaN,NaN,NaN
NSE:NITINFIRE,1.2,1.25,-4
NSE:PFC-EQ,NaN,NaN,NaN
NSE:GICHSGFIN-EQ,NaN,NaN,NaN
NSE:MOTILALOFS,916.45,906.55,1.09
NSE:NAVINFLUOR-EQ,NaN,NaN,NaN
NSE:GUJFLUORO,NaN,NaN,NaN
NSE:NAVINFLUOR,3974.95,3934.25,1.03
NSE:FLEXITUFF,18.5,17.5,5.71
NSE:LTMFXTG-MF,NaN,NaN,NaN
NSE:FMNL,10.55,10.55,0
NSE:FMNL-EQ,NaN,NaN,NaN
NSE:SGFL,NaN,NaN,NaN
NSE:MMFL,921.1,885.35,4.04
NSE:FOSECOIND,1481.95,1486.6,-0.31
NSE:FORTIS,266.55,274.45,-2.88
NSE:FORTIS-EQ,NaN,NaN,NaN
NSE:HINDUJAFO,NaN,NaN,NaN
NSE:ADFFOODS,967,958.3,0.91
NSE:RKFORGE,1178.45,1163.35,1.3
NSE:METALFORGE-EQ,NaN,NaN,NaN
NSE:LGBFORGE-EQ,NaN,NaN,NaN
NSE:HERITGFOOD,478.25,473.45,1.01
NSE:KALYANIFRG-BE,NaN,NaN,NaN
NSE:METALFORGE,5.55,5.4,2.78
NSE:KALYANIFRG-EQ,NaN,NaN,NaN
NSE:PFOCUS-EQ,NaN,NaN,NaN
NSE:PFOCUS,91.65,87.3,4.98
NSE:RELAXO-EQ,NaN,NaN,NaN
NSE:RELAXO,1380.6,1352.1,2.11
NSE:SITASHREE-EQ,NaN,NaN,NaN
NSE:KOHINOOR-EQ,NaN,NaN,NaN
NSE:HERITGFOOD-EQ,NaN,NaN,NaN
NSE:HILTON,13.75,13.1,4.96
NSE:KOHINOOR,NaN,NaN,NaN
NSE:VIMALOIL-EQ,NaN,NaN,NaN
NSE:MMFL-EQ,NaN,NaN,NaN
NSE:LGBFORGE,6.85,6.55,4.58
NSE:SITASHREE-BE,NaN,NaN,NaN
NSE:VIMALOIL,NaN,NaN,NaN
NSE:SGFL-EQ,NaN,NaN,NaN
NSE:SGFL-BE,NaN,NaN,NaN
NSE:KALYANIFRG,200.9,199.65,0.63
NSE:FRL,NaN,NaN,NaN
NSE:FRL-EQ,NaN,NaN,NaN
NSE:HFCL,81.5,78.95,3.23
NSE:SC2RD-MF,NaN,NaN,NaN
NSE:UCALFUEL,161.05,161.55,-0.31
NSE:UTRGESSRGR-MF,NaN,NaN,NaN
NSE:FRLDVR-EQ,NaN,NaN,NaN
NSE:HRGESSRG2-MF,NaN,NaN,NaN
NSE:RELNIFTY-EQ,NaN,NaN,NaN
NSE:UTCPOSRGR1-MF,NaN,NaN,NaN
NSE:RD366D38RG-MF,NaN,NaN,NaN
NSE:HCPO36MSRG-MF,NaN,NaN,NaN
NSE:SMCSRIIIRD-MF,NaN,NaN,NaN
NSE:HCPO36MORG-MF,NaN,NaN,NaN
NSE:FRLDVR,NaN,NaN,NaN
NSE:ISENSEX-EQ,NaN,NaN,NaN
NSE:IGL,506,509.8,-0.75
NSE:GABRIEL,155.75,156.25,-0.32
NSE:GALLISPAT,53.55,53.05,0.94
NSE:GATI,149,146.65,1.6
NSE:GUJGASLTD-EQ,NaN,NaN,NaN
NSE:GUJGASLTD,645.5,628.8,2.66
NSE:GARDENSIL,NaN,NaN,NaN
NSE:GAIL-EQ,NaN,NaN,NaN
NSE:GAMMNINFRA-EQ,NaN,NaN,NaN
NSE:GUJGASLTD-BE,NaN,NaN,NaN
NSE:KITEX-EQ,NaN,NaN,NaN
NSE:GAMMNINFRA,NaN,NaN,NaN
NSE:GANDHITUBE,442,438.95,0.69
NSE:SVOGL-EQ,NaN,NaN,NaN
NSE:GALLANTT-EQ,NaN,NaN,NaN
NSE:ONGC-EQ,NaN,NaN,NaN
NSE:GAMMONIND,NaN,NaN,NaN
NSE:ONGC,163.7,159.05,2.92
NSE:GARDENSILK,NaN,NaN,NaN
NSE:SGJHL,NaN,NaN,NaN
NSE:GANGOTRI-EQ,NaN,NaN,NaN
NSE:INTEGRA,4.5,4.6,-2.17
NSE:GANESHHOUC-EQ,NaN,NaN,NaN
NSE:SHIV-VANI,NaN,NaN,NaN
NSE:INTEGRA-EQ,NaN,NaN,NaN
NSE:GANGOTRI,1.15,1.1,4.55
NSE:GAYAPROJ,49.55,49.3,0.51
NSE:GARWALLROP-EQ,NaN,NaN,NaN
NSE:GARWALLROP,NaN,NaN,NaN
NSE:UPERGANGES,NaN,NaN,NaN
NSE:GALLISPAT-EQ,NaN,NaN,NaN
NSE:INTEGRA-BE,NaN,NaN,NaN
NSE:GALLANTT,78.95,80.45,-1.86
NSE:GANGOTRI-BE,NaN,NaN,NaN
NSE:GENUSPOWER,87.45,83.4,4.86
NSE:GEMINI,NaN,NaN,NaN
NSE:LYPSAGEMS,5.4,5.6,-3.57
NSE:GEINDSYS,NaN,NaN,NaN
NSE:GENUSPOWER-EQ,NaN,NaN,NaN
NSE:GENESYS,281.25,293.95,-4.32
NSE:GEOMETRIC,NaN,NaN,NaN
NSE:GENUSPAPER-BE,NaN,NaN,NaN
NSE:SHANTIGEAR,164.05,163.9,0.09
NSE:MOTOGENFIN,25.7,25.5,0.78
NSE:MOTOGENFIN-BE,NaN,NaN,NaN
NSE:MOTOGENFIN-EQ,NaN,NaN,NaN
NSE:LYPSAGEMS-EQ,NaN,NaN,NaN
NSE:HITECHGEAR,263.4,258.1,2.05
NSE:GEMINI-EQ,NaN,NaN,NaN
NSE:GEOMETRIC-EQ,NaN,NaN,NaN
NSE:SHANTIGEAR-EQ,NaN,NaN,NaN
NSE:GITANJALI,NaN,NaN,NaN
NSE:GITANJALI-EQ,NaN,NaN,NaN
NSE:GHCL,467.35,458.35,1.96
NSE:GHCL-EQ,NaN,NaN,NaN
NSE:PNBGILTS,69.4,68.45,1.39
NSE:GIPCL,98.1,96.25,1.92
NSE:GIRRESORTS-IT,NaN,NaN,NaN
NSE:GISOLUTION-EQ,NaN,NaN,NaN
NSE:GISOLUTION-BE,NaN,NaN,NaN
NSE:GIRRESORTS-EQ,NaN,NaN,NaN
NSE:GILLETTE-EQ,NaN,NaN,NaN
NSE:GIRRESORTS,119.95,119.95,0
NSE:GINNIFILA,34.65,34.15,1.46
NSE:GISOLUTION,3.95,3.8,3.95
NSE:GILLETTE,5874.95,5832.85,0.72
NSE:GKWLIMITED-EQ,NaN,NaN,NaN
NSE:GKWLIMITED,684.2,689.25,-0.73
NSE:GLOBUSSPR,1447.6,1454.8,-0.49
NSE:GLENMARK,521.05,524.8,-0.71
NSE:GLAXO,1489.95,1481.7,0.56
NSE:SGL-EQ,NaN,NaN,NaN
NSE:INDIAGLYCO,935,931.8,0.34
NSE:GLENMARK-EQ,NaN,NaN,NaN
NSE:SEZAL-EQ,NaN,NaN,NaN
NSE:VAIBHAVGBL-EQ,NaN,NaN,NaN
NSE:SEZAL,NaN,NaN,NaN
NSE:ONMOBILE-EQ,NaN,NaN,NaN
NSE:SPHEREGSL,NaN,NaN,NaN
NSE:GLOBOFFS,NaN,NaN,NaN
NSE:SGL,16.05,16.65,-3.6
NSE:ONMOBILE,123.95,118.15,4.91
NSE:GLOBALVECT-EQ,NaN,NaN,NaN
NSE:SGL-BE,NaN,NaN,NaN
NSE:HINDNATGLS,36.3,35.8,1.4
NSE:GLODYNE-BE,NaN,NaN,NaN
NSE:GLOBALVECT,58.5,56.4,3.72
NSE:GLFL-EQ,NaN,NaN,NaN
NSE:GLODYNE-BZ,NaN,NaN,NaN
NSE:GSKCONS,NaN,NaN,NaN
NSE:SPHEREGSL-EQ,NaN,NaN,NaN
NSE:HGS,2874.95,2845.05,1.05
NSE:SEZAL-BE,NaN,NaN,NaN
NSE:GLODYNE,NaN,NaN,NaN
NSE:PGIL,308.35,311.15,-0.9
NSE:HGS-EQ,NaN,NaN,NaN
NSE:GMBREW,824.25,838.85,-1.74
NSE:GMDCLTD,77.9,78.05,-0.19
NSE:GMRINFRA-EQ,NaN,NaN,NaN
NSE:GMRINFRA,43.5,43.4,0.23
NSE:GODREJIND,575.3,569.35,1.05
NSE:GPIL,1424.5,1356.7,5
NSE:GODREJCP,1040.75,1038.7,0.2
NSE:GOKUL,27.7,27.8,-0.36
NSE:GTOFFSHORE,NaN,NaN,NaN
NSE:GOLDENTOBC,155.1,147.75,4.97
NSE:GOLDINFRA-EQ,NaN,NaN,NaN
NSE:RELIGAREGO-EQ,NaN,NaN,NaN
NSE:GOACARBON-EQ,NaN,NaN,NaN
NSE:GOLDTECH-EQ,NaN,NaN,NaN
NSE:GOCLCORP,358.75,365.85,-1.94
NSE:GOLDENTOBC-EQ,NaN,NaN,NaN
NSE:SHIRPUR-G-EQ,NaN,NaN,NaN
NSE:SHIRPUR-G,4.95,5.2,-4.81
NSE:SETFGOLD-EQ,NaN,NaN,NaN
NSE:GOLDINFRA,NaN,NaN,NaN
NSE:GOLDTECH,40.05,42.15,-4.98
NSE:GOLDIAM,984,958.65,2.64
NSE:SETFGOLD,4207.85,4249.5,-0.98
NSE:GOCLCORP-EQ,NaN,NaN,NaN
NSE:GODREJCP-EQ,NaN,NaN,NaN
NSE:GODREJPROP,2494.9,2502.75,-0.31
NSE:GOLDIAM-EQ,NaN,NaN,NaN
NSE:GOODLUCK,305.8,305.15,0.21
NSE:RELGOLD-EQ,NaN,NaN,NaN
NSE:GODFRYPHLP,1332,1329.95,0.15
NSE:GOODLUCK-EQ,NaN,NaN,NaN
NSE:GULFCORP-EQ,NaN,NaN,NaN
NSE:GPPL,113,113.15,-0.13
NSE:GULFPETRO-EQ,NaN,NaN,NaN
NSE:GULFPETRO,54.75,55.05,-0.54
NSE:SAHPETRO,NaN,NaN,NaN
NSE:GREAVESCOT,140.75,140.3,0.32
NSE:GRANULES,324.9,328.4,-1.07
NSE:SOFTTECHGR,NaN,NaN,NaN
NSE:INVENTURE-EQ,NaN,NaN,NaN
NSE:GSS-BE,NaN,NaN,NaN
NSE:GSS,83.6,83.65,-0.06
NSE:GTLINFRA,1.75,1.7,2.94
NSE:GTL,14.75,14.9,-1.01
NSE:GTNIND,NaN,NaN,NaN
NSE:GTL-EQ,NaN,NaN,NaN
NSE:GTNTEX,8.25,8.25,0
NSE:GTNTEX-EQ,NaN,NaN,NaN
NSE:GUJNREDVR-EQ,NaN,NaN,NaN
NSE:GULFOILLUB-EQ,NaN,NaN,NaN
NSE:GULFOILLUB,596.3,593.8,0.42
NSE:GUJNREDVR,NaN,NaN,NaN
NSE:GULPOLY,330.8,315.05,5
NSE:TIMESGTY,52.95,53.3,-0.66
NSE:GUJNRECOKE,NaN,NaN,NaN
NSE:TIMESGTY-EQ,NaN,NaN,NaN
NSE:GVKPIL,2.5,2.6,-3.85
NSE:GVKPIL-EQ,NaN,NaN,NaN
NSE:TAJGVK,153.95,147.8,4.16
NSE:HANUNG,NaN,NaN,NaN
NSE:HAVELLS-EQ,NaN,NaN,NaN
NSE:HARRMALAYA,187,187.55,-0.29
NSE:HARITASEAT,NaN,NaN,NaN
NSE:HARITASEAT-EQ,NaN,NaN,NaN
NSE:HAVELLS,1472.95,1474.1,-0.08
NSE:HBLPOWER,58.8,54.7,7.5
NSE:HBSTOCK,NaN,NaN,NaN
NSE:HBSTOCK-EQ,NaN,NaN,NaN
NSE:HCLTECH,1224.85,1251.15,-2.1
NSE:HCL-INSYS-EQ,NaN,NaN,NaN
NSE:HCG,255.55,255.95,-0.16
NSE:HCL-INSYS,14.15,13.95,1.43
NSE:HDFC-EQ,NaN,NaN,NaN
NSE:HDFCSENETF-EQ,NaN,NaN,NaN
NSE:HDFCNIFETF-EQ,NaN,NaN,NaN
NSE:HDFCBANK-IL,NaN,NaN,NaN
NSE:HEIDELBERG,258.6,255.35,1.27
NSE:TTKHLTCARE-EQ,NaN,NaN,NaN
NSE:HELIOSMATH-BZ,NaN,NaN,NaN
NSE:HECPROJECT-SM,NaN,NaN,NaN
NSE:HELIOSMATH-BE,NaN,NaN,NaN
NSE:HEG,2368,2360.25,0.33
NSE:SYNCOM-EQ,NaN,NaN,NaN
NSE:HEXATRADEX,173.45,170.8,1.55
NSE:HERCULES-EQ,NaN,NaN,NaN
NSE:HEIDELBERG-EQ,NaN,NaN,NaN
NSE:HERCULES,148.4,147.8,0.41
NSE:TTKHLTCARE,684.45,682.75,0.25
NSE:HEROMOTOCO,2933.3,2927.8,0.19
NSE:HEXAWARE-EQ,NaN,NaN,NaN
NSE:HEXAWARE,NaN,NaN,NaN
NSE:HEXATRADEX-EQ,NaN,NaN,NaN
NSE:HECINFRA-IT,NaN,NaN,NaN
NSE:HINDMOTORS,17.3,15.75,9.84
NSE:HINDPETRO-EQ,NaN,NaN,NaN
NSE:HINDCOMPOS,326.9,323.75,0.97
NSE:HMVL-EQ,NaN,NaN,NaN
NSE:HITECHPLAS,NaN,NaN,NaN
NSE:HINDMOTORS-EQ,NaN,NaN,NaN
NSE:HINDCOPPER,144.8,132.35,9.41
NSE:HIKAL,525.8,522.75,0.58
NSE:HINDCOPPER-EQ,NaN,NaN,NaN
NSE:HITECH-SM,NaN,NaN,NaN
NSE:BAJAJHIND,14.9,14.7,1.36
NSE:HITACHIHOM,NaN,NaN,NaN
NSE:SRHHYPOLTD-EQ,NaN,NaN,NaN
NSE:HOCL-EQ,NaN,NaN,NaN
NSE:HINDALCO,550.9,516.1,6.74
NSE:HINDSYNTEX,NaN,NaN,NaN
NSE:SUNILHITEC,NaN,NaN,NaN
NSE:HIKAL-EQ,NaN,NaN,NaN
NSE:SUNILHITEC-EQ,NaN,NaN,NaN
NSE:HIMATSEIDE,262.3,269.05,-2.51
NSE:HINDUNILVR-EQ,NaN,NaN,NaN
NSE:HINDSYNTEX-EQ,NaN,NaN,NaN
NSE:HOCL,NaN,NaN,NaN
NSE:BAJAJHLDNG,4767.75,4745.65,0.47
NSE:UBHOLDINGS,NaN,NaN,NaN
NSE:HMT,30.6,31.5,-2.86
NSE:PNEUMATIC-BE,NaN,NaN,NaN
NSE:NH-EQ,NaN,NaN,NaN
NSE:NH,515.6,514.8,0.16
NSE:HSIL,236.3,226.85,4.17
NSE:HSIL-EQ,NaN,NaN,NaN
NSE:HTMEDIA,26.35,26.2,0.57
NSE:INDIANHUME,204.6,203,0.79
NSE:PAPERPROD,NaN,NaN,NaN
NSE:HUSYS,NaN,NaN,NaN
NSE:HUBTOWN,38.15,36.35,4.95
NSE:IBULHSGFIN-EQ,NaN,NaN,NaN
NSE:IBVENTURES-EQ,NaN,NaN,NaN
NSE:IBVENTURES,NaN,NaN,NaN
NSE:ICICIBANK-EQ,NaN,NaN,NaN
NSE:ICNX100-EQ,NaN,NaN,NaN
NSE:INIFTY-EQ,NaN,NaN,NaN
NSE:ICSA-EQ,NaN,NaN,NaN
NSE:IPRU2317-MF,NaN,NaN,NaN
NSE:ICRA,3717.95,3575.35,3.99
NSE:ISENSEX,NaN,NaN,NaN
NSE:IPRU-8484-MF,NaN,NaN,NaN
NSE:ICSA,NaN,NaN,NaN
NSE:IDFC,55.3,54.2,2.03
NSE:IDBI-EQ,NaN,NaN,NaN
NSE:IDFC-IL,NaN,NaN,NaN
NSE:IDFCBANK-EQ,NaN,NaN,NaN
NSE:IDFCBANK-BE,NaN,NaN,NaN
NSE:IFCI,14.2,13.9,2.16
NSE:IFBIND,1172.8,1168.4,0.38
NSE:IFGLREFRAC,NaN,NaN,NaN
NSE:IFCI-EQ,NaN,NaN,NaN
NSE:IGARASHI,575.95,580.75,-0.83
NSE:IGPL-EQ,NaN,NaN,NaN
NSE:IGPL,881,875.95,0.58
NSE:IITL,73.05,74.4,-1.81
NSE:IIFL-EQ,NaN,NaN,NaN
NSE:IIFL,293.9,294.6,-0.24
NSE:IITL-EQ,NaN,NaN,NaN
NSE:IVC-EQ,NaN,NaN,NaN
NSE:IL&FSENGG,4.75,4.8,-1.04
NSE:IL&FSTRAN,NaN,NaN,NaN
NSE:IVC,6.3,6,5
NSE:IL&FSTRANS,3.85,3.95,-2.53
NSE:SIIL-SM,NaN,NaN,NaN
NSE:INDLMETER,13.4,12.85,4.28
NSE:IOB,23.05,22.7,1.54
NSE:IOC,137.65,134.4,2.42
NSE:IPCALAB-IL,NaN,NaN,NaN
NSE:IPCALAB-EQ,NaN,NaN,NaN
NSE:IPCALAB,2437.3,2422.2,0.62
NSE:IPAPPM,NaN,NaN,NaN
NSE:TATASPONGE-EQ,NaN,NaN,NaN
NSE:TATASPONGE,NaN,NaN,NaN
NSE:JISLJALEQS-EQ,NaN,NaN,NaN
NSE:SUNFLAG,86.3,83.6,3.23
NSE:ISFT-BE,NaN,NaN,NaN
NSE:ISMTLTD,36.5,34.8,4.89
NSE:ISFT,148.5,150.6,-1.39
NSE:SATHAISPAT-EQ,NaN,NaN,NaN
NSE:SMLISUZU,622.4,612.45,1.62
NSE:SATHAISPAT,3.25,3.25,0
NSE:ISMTLTD-EQ,NaN,NaN,NaN
NSE:SOUISPAT,NaN,NaN,NaN
NSE:ITC,262.25,256.55,2.22
NSE:PILIND-EQ,NaN,NaN,NaN
NSE:PILITA-EQ,NaN,NaN,NaN
NSE:PILIND,NaN,NaN,NaN
NSE:ITI,127.7,128,-0.23
NSE:PILITA,7.4,7.4,0
NSE:ITC-EQ,NaN,NaN,NaN
NSE:IVRCLINFRA,NaN,NaN,NaN
NSE:IVRCLINFRA-EQ,NaN,NaN,NaN
NSE:IVP,118,114,3.51
NSE:IZMO-EQ,NaN,NaN,NaN
NSE:IZMO,96.3,96.75,-0.47
NSE:JAGSNPHARM,163.75,151,8.44
NSE:JAINSTUDIO-BE,NaN,NaN,NaN
NSE:JAINSTUDIO,2.3,2.2,4.55
NSE:JAYNECOIND,26.6,25.9,2.7
NSE:JAYSREETEA-EQ,NaN,NaN,NaN
NSE:JAICORPLTD-EQ,NaN,NaN,NaN
NSE:JAINSTUDIO-EQ,NaN,NaN,NaN
NSE:JAYSREETEA,110.8,110.4,0.36
NSE:JPINFRATEC,2.25,2.3,-2.17
NSE:JBMA-EQ,NaN,NaN,NaN
NSE:JBCHEPHARM,1759.4,1799.85,-2.25
NSE:JBCHEPHARM-EQ,NaN,NaN,NaN
